"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L8","PR","Emilia Romagna","Salute","Sql server","MyStarConnect","Me.Te.Da s.r.l."
"L8","CO","Lombardia","Salute","Dbms oracle","MyStarConnect","Meteda srl"
"L8","CO","Lombardia","Salute","Dbms oracle","MyStarConnect","Meteda srl"
"L8","CO","Lombardia","Salute","Dbms oracle","MyStarConnect","Meteda srl"
"L8","CO","Lombardia","Salute","Dbms oracle","MyStarConnect","Meteda srl"
"L8","MI","Lombardia","Salute","Sql server","MY STAR CONNECT","Meteda"
"L7","AQ","Abruzzo","Salute","RDBMS Microsoft SQLServer","MyStart","Meteda"
"L8","CR","Lombardia","Salute","Dbms oracle","NEFRO","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","BA","Puglia","Salute","Mysql","NEMO","IMPECO S.P.A"
"L8","BA","Puglia","Salute","Mysql","NEMO","IMPECO S.P.A"
"L7","MI","Lombardia","Altro: amministrazione","File PDF e txt","Nessuno","Nessuno"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","Netcare","Healtware"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2012","Netcare","Healtware"
"L7","CN","Piemonte","Bilancio","Oracle","NFS","Dedalus"
"L8","CN","Piemonte","Bilancio","Oracle","NFS","Dedalus"
"L7","LU","Toscana","Bilancio","Dbms oracle","NFS","Dedalus"
"L7","PI","Toscana","Bilancio","Dbms oracle","NFS","Dedalus"
"L8","BS","Lombardia","Salute","Dbms oracle","NFS","Dedalus"
"L7","PD","Veneto","Bilancio","Oracle","NFS","Dedalus s.p.a."
"L7","RO","Veneto","Bilancio","Dbms oracle","NFS/Logistica","Dedalus"
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","NSIS_PAT","Cba informatica s.r.l."
"L8","PR","Emilia Romagna","Salute","Oracle","O3 - Infettivi","Solinfo s.r.l."
"L8","PR","Emilia Romagna","Salute","Oracle","O3 - Microbiologia","Solinfo s.r.l."
"L8","GE","Liguria","Bilancio","Dbms oracle","OASI","S.D.G. srl"
"L8","GE","Liguria","Lavoro","Dbms oracle","OASI","S.D.G. srl"
"L8","MI","Lombardia","Salute","Dbms oracle","OEPR","Engineering"
"L7","PI","Toscana","Bilancio","Dbms oracle","Oliam","Engineering"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","OLIAMM","Engeenering"
"L7","AQ","Abruzzo","Bilancio","Rdbms oracle","Oliamm","Engineering"
"L8","MI","Lombardia","Salute","Dbms oracle","Oliamm","Engineering"
"L7","VA","Lombardia","Salute","Oracle","Oliamm","Engineering Ingegneria Informatica spa"
"L8","MI","Lombardia","Salute","Dbms oracle","Oliamm","Engineering s.p.a."
"L8","SO","Lombardia","Gestione amministrativo-contabile","Dbms oracle","Oliamm","Engineering Spa Milano"
"L7","BI","Piemonte","Salute","Oracle","OLIAMM","ENGINERING s.p.a."
"L7","TO","Piemonte","Altro: specificare : Gestione contabilità pubblica","Oracle","OLIAMM","ENGINERING s.p.a."
"L8","GE","Liguria","Salute","Dbms oracle","OLIAMM","Licenza d'uso"
"L8","CR","Lombardia","Salute","Dbms oracle","OmaWeb","Dedalus s.p.a."
"L7","MI","Lombardia","Altro: amministrazione","Dbms sybase","Omni Touch 8450 Fax Server","Alcaltel- Lucent Italia Spa"
"L7","MI","Lombardia","Altro: amministrazione","DBMS Sql Anywhere","OmniVista 4760","Alcaltel- Lucent Italia Spa"
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","CO","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","BS","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","BG","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","BS","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","BS","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","MB","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","VA","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","LO","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","LO","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","LC","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","LC","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","MN","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","CR","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","CR","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","SO","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MB","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","MI","Lombardia","Salute","Dbms oracle","OM - Order Manager_x000D_","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L8","SO","Lombardia","Salute","Dbms oracle","OM - Order Manager_x000D_","Regione Lombardia ha dato mandato alla società in-house Lombardia Informatica lo sviluppo e la manutenzione dell'applicativo."
"L7","BO","Emilia Romagna","Salute","Dbms oracle","On-amb","Onit"
"L8","TR","Umbria","Salute","Sql server","Oncol","Cannata Andrea"
"L8","BS","Lombardia","Salute","Dbms oracle","Oncosys","MTT-pro S.r.l."
"L8","GE","Liguria","Salute","Dbms oracle","ONCOSYS","Noemalife spa"
"C7","PD","Veneto","Trasparenza","Mssql","ONE33","Robyone s.r.l."
"C7","PD","Veneto","Trasparenza","Mssql","ONE69","Robyone s.r.l."
"L7","SV","Liguria","Salute","Oracle","ONESYS","ASL2"
"L7","RO","Veneto","Salute","Dbms oracle","ONVAC","Gruppo SW Regionale"
"L8","MI","Lombardia","Salute","Dbms oracle","OPENLIS","Engineering"
"L8","RC","Calabria","Salute","Dbms oracle","OpenLis Laboratorio Analisi","Engineering ingegneria informatica s.p.a."
"L8","MI","Lombardia","Altro: gestione documentale","Dbms oracle","Openwork","NordCom S.p.A."
"L8","BO","Emilia Romagna","Trasparenza","Dbms oracle","OPENWORK","NSI Nier Soluzioni Informatiche"
"L8","MI","Lombardia","Salute","Sqlserver","OpenWorks","NORDCOM"
"L7","BS","Lombardia","Salute","Dbms oracle","OPRWEB","Hitech S.p.A."
"L7","BS","Lombardia","Salute","Dbms oracle","OPRWEB","Hitech S.p.A."
"L7","BS","Lombardia","Salute","Dbms oracle","OPRWEB","Hitech S.p.A."
"L8","CR","Lombardia","Salute","Dbms oracle","Oracle Applications","Oracle"
"L7","MI","Lombardia","Altro: amministrazione","Dbms oracle","Oracle eBusiness Suite","Oracle Italia Srl"
"L7","MI","Lombardia","Salute","Oracle","Oracle ERP","Oracle, con personalizzazioni di Santer Reply"
"L7","BS","Lombardia","Bilancio","Dbms oracle","Oracolo","OSLO s.r.l."
"L8","SO","Lombardia","Bilancio","Dbms oracle","Oracolo","Oslo Srl - Milano"
"L8","BO","Emilia Romagna","Salute","Sqlserver","ORAnJ","UMS-United medical software"
"L8","CR","Lombardia","Salute","Dbms oracle","OrderEntry","Enginnering.IT spa"
"L8","PV","Lombardia","Salute","Dbms oracle","Order Entry","Engineering"
"L7","VE","Veneto","Salute","Oracle","Order Entry","Insiel mercato"
"L7","RO","Veneto","Salute","Dbms oracle","Order Entry","Insiel mercato"
"C7","PD","Veneto","Bilancio","Firebird","Ordini","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","Ordini","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Ordini","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Ordini","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Ordini","Cba informatica s.r.l."
"L34","VE","Veneto","Salute","Microsoft sql server","Ordini a fornitori e ordini interni","Esakon snc"
"L34","TV","Veneto","Altro: gestione magazzino e approvvigionamenti dell'Ente","Firebird","ORDINI FORNITORI","Cba informatica srl"
"L34","VR","Veneto","Bilancio","Firebird","ORDINI FORNITORI","Cba informatica srl"
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","VI","Veneto","Economato","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","BL","Veneto","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","MB","Lombardia","Bilancio","Firebird","Ordini Fornitori","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Bilancio","Firebord","ORDINI FORNITORI","Cba Informatica s.r.l. viale Trento, n. 56 - 38068 Rovereto (TN) P.IVA 01854700224"
"L7","TR","Umbria","Salute","Microsoft sql server","Organizer","Esaote Spa"
"L7","BI","Piemonte","Salute","Microsoft sql server 2008","Ormaweb","Dedalus"
"L8","MN","Lombardia","Salute","Dbms oracle","Ormaweb","Dedalus"
"L7","LU","Toscana","Salute","Dbms oracle","Ormaweb","Dedalus"
"L8","CO","Lombardia","Salute","Dbms oracle","Ormaweb","Dedalus"
"L7","PI","Toscana","Salute","Dbms oracle","Ormaweb","Dedalus"
"L8","CO","Lombardia","Salute","Dbms oracle","Ormaweb","Dedalus"
"L8","CO","Lombardia","Salute","Dbms oracle","Ormaweb","Dedalus"
"L8","TR","Umbria","Salute","Sql server","Ormaweb","Dedalus-Avelco"
"L7","PG","Umbria","Salute","Oracle","ORMA WEB","Dedalus"
"L7","PI","Toscana","Salute","Dbms oracle","Ormawin","Dedalus"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Ormawin","Dedalus – Avelco"
"L8","TR","Umbria","Salute","Sql server","Ormawin","Dedalus-Avelco"
"L8","TR","Umbria","Salute","Sql server","Orto Socc","Cannata Andrea"
"L8","BO","Emilia Romagna","Bilancio","Dbms oracle","Oslo","Oslo"
"L7","PG","Umbria","Salute","Oracle","OSLO","OSLO Olivetti Sanità Lombardia"
"L8","BG","Lombardia","Salute","Dbms oracle","OSLO","OSLO s.r.l."
"L34","VE","Veneto","Altro: Informazioni relative agli ospiti dati anagrafici ospite, familiari,o tutori","Microsoft sql server","Ospiti","SoftwareUno Ins"
"L8","SO","Lombardia","Sicurezza","MySQL 5.1.73","Ossec","Nordcom Spa Milano"
"L8","BS","Lombardia","Salute","Dbms oracle","Pacs","Agfa"
"L8","BO","Emilia Romagna","Salute","Oracle","PACS","Carestream"
"L8","BO","Emilia Romagna","Salute","Oracle","PACS","Carestream"
"L7","SV","Liguria","Salute","Oracle","PACS","Carestream"
"L8","BO","Emilia Romagna","Salute","Oracle","PACS","Carestream health"
"L8","BO","Emilia Romagna","Salute","Oracle","PACS","Carestream health"
"L8","BO","Emilia Romagna","Salute","Oracle","PACS","Carestream health"
"L8","MN","Lombardia","Salute","Dbms oracle","PACS","Siemens Spa"
"L7","RO","Veneto","Salute","Dbms oracle","Pagamenti ON LINE","Insiel mercato"
"L7","MN","Lombardia","Salute","Dbms Firebird","Papiro","STUDIOSOFT INFORMATICA S.r.l."
"L8","PR","Emilia Romagna","Salute","Sql server","Parma 5.7","Instrumentation Laboratory S.p.a."
"L7","AL","Piemonte","Salute","Dbms oracle","Partitura","Dedalus"
"L7","FE","Emilia Romagna","Salute","ORACLE10","PATENTI SPECIALI","Engeenering"
"L7","LO","Lombardia","Salute","Fox pro","Pathwins","K2 Informatica"
"L34","BO","Emilia Romagna","Trasparenza","Mysql, XML","PAtrasparente - Modulo AVCP L. 190/2012","Mediaconsult"
"L34","MB","Lombardia","Trasparenza","Mysql, XML","Patrasparente-modulo AVCP Legge 190/2012","Mediaconsult"
"L8","BA","Puglia","Salute","Sql Server 2008","PBM - CPM - Sole 24 Ore","Sole 24 Ore"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","PD","Healtware"
"L8","PR","Emilia Romagna","Salute","Mysql","PDT","CSAmed"
"L7","LO","Lombardia","Documentale","Raman","PECmanager","Archiflow"
"L8","GE","Liguria","Salute","Shared Folders","PEDCATH","Scientifica Software Solutions"
"L7","LU","Toscana","Salute","Dbms oracle","PELLICANO","Mesis"
"L8","CR","Lombardia","Salute","Mysql","Pensioni","Inpdap"
"L8","TR","Umbria","Salute","MSDE","PensioniS7","Inps"
"L34","PD","Veneto","Previdenza e assistenza","Microsoft sql","Pensioni s7","Inpdap"
"L7","CI","Sardegna","Salute","Sql Server 2005","Pensioni s7","Inpdap"
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Sql server","PENSIONI S7 EURO","I.N.P.S."
"L7","AL","Piemonte","Salute","Dbms oracle","Pentagramma","Dedalus"
"L7","SV","Liguria","Salute","Oracle","Persweb","Engineering"
"L7","PI","Toscana","Salute","Dbms oracle","PFA","Data processing"
"L7","BS","Lombardia","Bilancio","DBMS Sql","PGP","Gruppo SE.CO.GES"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","PHI_AMB","Insiel mercato"
"L7","VE","Veneto","Salute","Microsft SQL","Phones","Infomaster"
"L34","PC","Emilia Romagna","Salute","Microsoft sql server","Pianificazione e gestione delle terapie","Esakon snc"
"L7","TO","Piemonte","Salute","Oracle","Piani terapeutici","ASL TO5"
"L7","BS","Lombardia","Salute","Dbms oracle","PIANI TERAPEUTICI","Digital Solution Provider"
"L7","MI","Lombardia","Salute","Mysql","Piani terapeutici","PGMD Consulting"
"L7","VA","Lombardia","Salute","Oracle","Piani Terapeutici MMG","Oslo srl"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Pianta Organica","Infoline"
"C7","FI","Toscana","Editoria","Mysql, Linux, Apache, PHP","Piattaforma One Publishing di Softec Spa","Softec S.p.A. http://www.softecspa.com P.IVA 01309040473"
"L8","VA","Lombardia","Salute","Db Access","Piccolo Principe","Dedalus"
"L8","PR","Emilia Romagna","Salute","Oracle","PIESSE","CBIM - Consorzio di Bioingegneria e Informatica Medica"
"L8","PR","Emilia Romagna","Salute","Oracle","PITER","Delta Informatica srl"
"L8","PR","Emilia Romagna","Infrastrutture","Sql server","Plans Manager","Infor srl"
"L7","MI","Lombardia","Salute","Sql","PLS Flussi","ASL Milano"
"L8","CO","Lombardia","Salute","Dbms mysql","Plus 1.0 Fisiopatologia della Riproduzione Umana","CED Azienda Ospedaliera Sant'Anna"
"L7","BS","Lombardia","Salute","Dbms oracle","Polaris","Elco"
"L7","BS","Lombardia","Salute","Dbms oracle","Polaris","Elco"
"L7","BS","Lombardia","Salute","Dbms oracle","Polaris","Elco"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Polaris","Elco"
"L7","SV","Liguria","Salute","Oracle","Polaris","El.Co. S.r.l."
"L7","FE","Emilia Romagna","Salute","ORACLE10","Polaris/Screening Mammella","Elco"
"L7","VA","Lombardia","Salute","Sql server","Portale Antinfluenzali","ASL Varese"
"L7","VA","Lombardia","Salute","Sql server","Portale CardioCelebroVascolare","ASL Varese"
"L7","AQ","Abruzzo","Trasparenza","Rdbms oracle","Portale Formazione","NBS"
"L7","AQ","Abruzzo","Bilancio","Rdbms oracle","Portale Fornitori","Engineering"
"L7","PG","Umbria","Salute","Microsoft sql server","Portale Internet Aziendale","Città in internet"
"L7","RM","Lazio","Infrastrutture","Mysql","Portale Intranet","Drupal (volontari)"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Portale Notifiche","Edinext"
"L7","VA","Lombardia","Salute","Sql server","Portale PapTest","ASL Varese"
"L34","RA","Emilia Romagna","Lavoro","Firebird","PORTALE PERSONALE WEB","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","PORTALE PERSONALE WEB","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","PORTALE PERSONALE WEB","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","PORTALE PERSONALE WEB","Cba informatica s.r.l."
"L7","RO","Veneto","Salute","Dbms oracle","Portale referti","Insiel mercato"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Portale Referti","Noemalife"
"L8","BS","Lombardia","Salute","DBMS SAS","Portale SAS","Santer"
"L7","MI","Lombardia","Salute","Sql","Portale SPP","Softlab"
"L7","AQ","Abruzzo","Salute","RBMS MySQL","Portale TaleteWeb","Equipe"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Portale Visite Fiscali","Caribel"
"L34","RE","Emilia Romagna","Lavoro","Firebird","PORTALE WEB","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Trasparenza","In out sourcing","Portale web","Mt Graphic Studio di Tassoni Manuel"
"L8","VA","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","PV","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","VA","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","BS","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","VA","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","VA","Lombardia","Salute","Dbms oracle","Powerlab","Noemalife"
"L8","BA","Puglia","Salute","Oracle 11g","POWERLAB","Noemalife S.p.a"
"L8","BA","Puglia","Salute","Oracle 11g","POWERLAB","Noemalife S.p.a"
"L8","BA","Puglia","Salute","Oracle 11g","POWERLAB","Noemalife S.p.a"
"L8","BA","Puglia","Salute","Oracle 11g","POWERLAB","Noemalife S.p.a"
